id,text
982356580845981697,"Five years later, Flint still has no clean tap water - and Gov. Snyder hung the people out to dry. SHARE to spread‚Ä¶ https://t.co/VkuTPUIzav"
982356436721307648,"Gov. Scott has Vetoed the ""Toilet to Tap"" bill that would have allowed sewage effluent to be used to recharge our d‚Ä¶ https://t.co/d4xzup7AQk"
982355106736820224,"RT @zacjanderson: Gov Scott vetoes ""toilet to tap"" bill. It would've allowed treated wastewater to be pumped into aquifer. ""I am not convin‚Ä¶"
982355035941154816,"This is an easy way to make schools healthier for our kids #ad 

https://t.co/ziHYZX4uAT https://t.co/ziHYZX4uAT"
982355025136517125,RT @Anonymous4571: People keep saying WW3 is gonna start. WW3 started back in 2001 and we are still at war. It's a psychological Warfare an‚Ä¶
982354940910882816,RT @Kilprity: Me every time someone offers me tap water https://t.co/sHw8PMm8G5
982354852918546434,i OUTSOLD all the other mediocre brands ‚Äî tap water outsold u https://t.co/xuNfCMHPaA
982354413552586753,#Retweet #CleanWater  https://t.co/yYyIAGPQaW Unique Bargains Home Kitchen Clear Blue PP Faucet Water Tap Filter Pu‚Ä¶ https://t.co/TqpRnqgqtr
982354230873911296,@newscientist Nice cool glass of water's best. Right from the tap unless you live in Flint.
982354171331428359,This could go a long ways towards making our schools healthier! #ad https://t.co/ziHYZWMTcj @BritaUSA
982353413894631425,"i'm a huncho i'm the boss
mah set takin off
polo used to be lacoste
water used to be the tap nigga
not the voss
damn things changed"
982352967020851201,"""Despite the end of free bottled water, the state is still advising #Flint  residents to use filters rather than us‚Ä¶ https://t.co/YrudQ9oGG9"
982352773910953984,"@crystalpher_ NYC tap water is totally great, but the sparkling water is where they get you!"
982352498663895040,"RT @Tackspayer: To prove Flint's tap water safety, the White House should switch to using it exclusively. 

Donny's, like, a smart guy; he‚Ä¶"
982352288994869249,‚ÄúCome to Toronto! We'll fight tooth and nail to make sure you don't have a place to live or send your children whil‚Ä¶ https://t.co/QQVPmOJa5U
982352260830257154,Nope. This time it was actually tap water but since you like pushing my buttons Ì†ΩÌ∏Ç https://t.co/sIeBlLmrnc
982352213115678720,"Call it what you will, it's still in a plastic single-use single-serving bottle. I will not buy it when deliciously‚Ä¶ https://t.co/5vOBqKZ6lK"
982351888858443776,@realDonaldTrump Scott Pruit needs to go out the door back to where he came from ‚ÄúThe Elit Swamp‚Äù. He is paranoid w‚Ä¶ https://t.co/omQ8AdoIvF
982351887801438208,"Why people drinking bottled water, you have that shit literally on tap in your house"
982351738974814214,A few more words on #Alzheimers prevention: Tap water? Caviar? Twinkies? https://t.co/zESrN2R28x via @latimes
982351594929844224,"RT @BrentToderian: Before choosing bottled water over tap water, remember it takes more than 10X the water that a bottle of water holds to‚Ä¶"
982351397738991616,@seanpaull Course you can. It's basically replaced tap water up here ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéÜàº¸æå£†º dm me your address and I'll do my best to sort next week.
982351185318465537,"Gov. Scott vetoes controversial ""toilet to tap"" bill https://t.co/ztMU6GZLs5"
982350742370463744,@epiphanydodie lmao when they gave me sparkling water in germany I didn't want to say anything so I tipped it away‚Ä¶ https://t.co/yStEhlwODm
982350118652276736,RT @CityofCT: This video explains what goes into making your tap water clean and safe to drink. The City makes no profit on water sales and‚Ä¶
982349830247743488,"RT @DAVIDCOMFORT: @AspieMominator @BretSalzer @JimCarrey .#Pruit: Why not ditch the $50 per night condo and move into your $30,000  soundpr‚Ä¶"
982349814749790208,"@shutupGis must be something in the jersey tap water, my mama raised me with manners lol"
982349752552566784,Nandos when you can afford a bottomless soft drink &gt;&gt;&gt;&gt; nandos when you have to have tap water
982349750098898944,Find previews of May 15-16 Emerging Water Technology Symposium (EWTS) in @contractormag at https://t.co/QVJcFDeScw.‚Ä¶ https://t.co/yKxWJW2Yzg
982349749952098305,Concerned about microplastics found in bottled water in Canada? Our research partner Dr Jesse Vermaire from‚Ä¶ https://t.co/BGnKT4ietf
982348662780170240,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/3KwVmHHDll https://t.co/DcBE696aAo
982348631100489728,Then I guess @onetoughnerd will have no problem drinking it himself? Someone send him a batch of the tap water in‚Ä¶ https://t.co/YPDpAd3Pgf
982348565258342401,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/DcBE696aAo
982348173594189825,okay so is they gone replace it with clean tap water or nah??? https://t.co/OV6OvmKUt4
982347051240312832,Not to mention maintaining infrastructure so bridges didn't crumble and kids didn't get poisoned by drinking tap wa‚Ä¶ https://t.co/QzcrwOTvJI
982346786751705089,The people of Flint don't trust the water coming out of their tap because Rick Snyder put dollars and cents ahead o‚Ä¶ https://t.co/VhKaG7cAmU
982346321968246785,"@larrym_cleansui I have noticed that you promote water filtration systems, this is exactly what I am advocating for‚Ä¶ https://t.co/GcA3MjlAiv"
982345944887836672,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/fHHfAnSy8p
982345873546854400,"Keep plastic water bottles out of schools, via @mic https://t.co/o7NYngCem7 @BritaUSA #ad"
982345672358641664,"Michigan governor: Flint tap water safe to drink again
https://t.co/xWEWHloeXv"
982345127686438912,RT @madilynbeller: You aren't real unless you put tap water back in the vodka bottles ya took from your parent's cabinet when you were 14.‚Ä¶
982344772751785984,"RT @DAVIDCOMFORT: @crampell @MsActiviss .#Pruit: Why not ditch the $50 per night condo and move into your $30,000  soundproof office booth‚Ä¶"
982344728329977856,Hope that @FLGovScott vetoes this terrible Bill. Toilet to tap: Pumping wastewater into Florida's aquifer https://t.co/bI0qgF5Rkn
982344234056298496,"I bet the (some, at least) tap water still bursts into flames, yes? A National Disgrace, but what's new, right? The‚Ä¶ https://t.co/Fb1nWK9xXA"
982343977264300032,RT @Davidlaz: A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/urDaLX3FbI
982343487176740864,"RT @ShadayaTawona25: #GhettoGwansCanRelate
When you are about to shower, watozora sipo &amp; someone outside using the sink opens the tap &amp; the‚Ä¶"
982343434706063366,Tap water? Yes! SF's gravity driven water-system brings Sierra snowmelt to our refill taps. #LendItFintech  @SFWater
982343416733405184,RT @TravelHQ1995: Where it's safe to drink the water in Europe #traveltips https://t.co/jia76G4mZV
982343298248577024,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/MymCRmMbMh
982343195240554496,"RT @dubstep4dads: waiter: we only have tap water, is that okay?

me: listen i wouldn't even care if you shot me with a gun"
982342728209063936,"@scarmody This should be SCREAMED from rooftops. And not in a good way.

Did all the children leave ?

Is anyone th‚Ä¶ https://t.co/yGbZTLHb9K"
982342425174720512,"RT @CWEAMembers: For good health #drinktapÌ†ΩÌ∫∞ We'll drink to that! ""Tap water generally contains minerals the brain needs to keep itself hydr‚Ä¶"
982342066008141826,I think I know the reason. I used hot tap water to get the developer to temperature. Hot water pipe is attached to‚Ä¶ https://t.co/PfnG6ZDh64
982341784423534592,"NEW YORK has Delis on every corner  
NEW YORK has the bacon egg and cheese 
NEW YORK has the impractical jokers 
NE‚Ä¶ https://t.co/lIqGCsgZvG"
982341552247685120,"Gov Scott vetoes ""toilet to tap"" bill. It would've allowed treated wastewater to be pumped into aquifer. ""I am not‚Ä¶ https://t.co/2UXFzipYdj"
982341494307721218,RT @moodymarli: Everyone from Florida is straight up retarted. It's our tap water.
982341273234366464,RT @BillRatchet: fuck drugs we off this tap water
982341027049619456,https://t.co/pwN1hPFB8B - Tap water: The real superfood
982340345169088512,Is Pittsburgh tap water safe to drink?
982340317839020032,Throw back to yogyums. Hajra went to ask the guy for tap water for her n fatima den I told her she forgot abt me an‚Ä¶ https://t.co/Z5R6pMrpYH
982340064360493056,Out this evening just making sure residents' tap water is OK following the nearby mains leak. Rubbish collections a‚Ä¶ https://t.co/HJ6jUb8L6m
982339833069785094,"@korylester27 In retrospect, my communist journey might have begun as a young person with a distinctive dislike for‚Ä¶ https://t.co/2nQUCMxPEA"
982339502894141440,"RT @EcologyAction: ""83% of samples of tap water tested in seven countries were found to contain plastic microfibres."" https://t.co/qeW8dcnJ‚Ä¶"
982338526791524353,@AilsaSinclair Don't drink Stirling tap water people from the Raploch piss in it
982338459338788864,But....they still can't drink their tap water. https://t.co/WI81y011Qo
982338243051089921,Lead levels in tap water plummet after ending water fluoridation -&gt; Fluoride: A Big Mistake? - YouTube https://t.co/VDHbmQd0NK
982337954663337984,"To prove Flint's tap water safety, the White House should switch to using it exclusively. 

Donny's, like, a smart‚Ä¶ https://t.co/IfyKlZPaxr"
982337884190597121,RT @we12travel: New #giveaway! #EntertoWin a TAP renewable water bottle with lid - click here - https://t.co/JcLCuf171p great for #walking‚Ä¶
982337724031143941,New #giveaway! #EntertoWin a TAP renewable water bottle with lid - click here - https://t.co/JcLCuf171p great for‚Ä¶ https://t.co/ryqKvzXVy5
982337530195599360,@talkRADIO @JuliaHB1 Tax on the poor?  Shouldn't they be drinking water? It comes straight out of the tap at no extra cost
982337472834166785,RT @ResistARMY: Tell Governor Scott to veto the toilet-to-tap water bill https://t.co/wLBO9rXPy8
982337312464998400,give me an hour and access to tap water and we've got a bout https://t.co/JGCmWGQpSL
982337296220413952,"@onetoughnerd Governor, since @NestleUSA is getting such a sweetheart deal to take MY/OUR water, they should be req‚Ä¶ https://t.co/JvEZqlvCjJ"
982336974412333056,"@TwumpFaschion Deepstate pedofiles dont like being arrested, keep pumping that trump hate propaganda, you make a go‚Ä¶ https://t.co/QYC6t3Avzt"
982336948177178624,"RT @MichiganLCV: From Oscoda and Rockford to Ann Arbor and Flint, we've found #PFAS contamination in the tap water of 14 communities across‚Ä¶"
982336399851606016,"I'm allergic to most tap water. Everyone thinks I just annoyingly only drink certain types of bottled water, but that isn't the case."
982336349029085184,How great would @BritaUSA Hydration Stations be in all schools?! So much better than disposable water bottle waste‚Ä¶ https://t.co/FmEusya6H8
982336338467938304,Shetland tap water is just sooooo much better than the tap water south
982336212101890048,"You've heard about the ongoing battle for clean water in Flint, Michigan. But unsafe tap water is not a localized p‚Ä¶ https://t.co/yDq8u3Vmhg"
982336146326765568,I liked a @YouTube video https://t.co/Ow1d4MFnXL How to Make Flint Michigan Tap Water by MDE World Peace
982335989300453376,"From Oscoda and Rockford to Ann Arbor and Flint, we've found #PFAS contamination in the tap water of 14 communities‚Ä¶ https://t.co/obsD74ddT8"
982335964541476864,"@crampell @MsActiviss .#Pruit: Why not ditch the $50 per night condo and move into your $30,000  soundproof office‚Ä¶ https://t.co/svg6nQnx37"
982335765182005248,"For good health #drinktapÌ†ΩÌ∫∞ We'll drink to that! ""Tap water generally contains minerals the brain needs to keep itse‚Ä¶ https://t.co/4C5YILXhfr"
982335433949548544,@GazGShore If the baby has a dummy.. run it under the tap until water goes in the teeth n then freeze it.. works wo‚Ä¶ https://t.co/Uo09Mp7RpY
982335311345864705,"https://t.co/Y6YP6DN24O
Purest water in Austin Tx!!
I test water daily, some are paying for tap water that is not p‚Ä¶ https://t.co/bJBo5r9LI2"
982335186032525313,"@epiphanydodie @lovedbydodie im pretty sure u can just drink tap water in germany tho, i did quite often and still havent died so"
982334905492361216,Didn't Phil run that tap for quite a long time to say there was only a little bit of water in the kettle ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéñàº¸æå≥†º #eastenders
982333707825680385,I be damned if I drink tap water in PG or Greensboro ¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æå¶Ñº but it's really my only option in Europe
982333363271938048,RT @Kborosparks: Ì†ΩÌ≤ßFree tap water refill + ‚òïÔ∏è B.Y.O cup stickers are starting to pop up around our lovely town #Knaresborough  Have you spot‚Ä¶
982333244564684800,"The Cheapest Way To Clean Your Tap Water Of Fluoride, Aluminum, Lead, Chloride, Chlorine And Lithium! https://t.co/gw6qX6lp8L"
982332837322932224,@DaLeftHook I would not let small children drink a glass of tap water from ANY municipal source with known lead ser‚Ä¶ https://t.co/bRGaQNwsjh
982332697434521600,"Polo used to be Lacoste
Water used to be the tap, 
Not the Voss
Damn, things changed."
982331660061454336,@ArthurDelaneyHP Would you drink a glass of tap water from there or better yet let you kids drink it?
982331405941202944,"@NeeNee_ @crash_bandico0t Hiiiii, just interrupting to say Nee is Ì†ΩÌ∫Æ but tap water in SoCal is, too, so I almost dun‚Ä¶ https://t.co/5hYlv4qpZF"
982331380339064832,@ZerlinaMaxwell Everyone knows about Flint Michigan water problems. Martin County Kentucky hasn't had drinkable wat‚Ä¶ https://t.co/NZ9Hng52as
982330440387149825,@TabathaSouthey @macleans True fact about the tap water tho
982330020386357248,@jdawsey1 @EricLiptonNYT @kenvogel Disgusting.   Hope he has to repay every penny he's squandered.  And drink tap water - in jail.
982329402443747329,@CleaGaultier @anthonxgaultier Our office is located there in Los Angeles. Buy a mineral water device filled with a‚Ä¶ https://t.co/JWziF5uUsV
982329138642956289,Halleluyah!!! Tap water is now back in almost ogun state capital metropolis.thanks to the governor@olamercy18
982328479910789120,Is my cat the only one who follows into the bathroom and begs for tap water.? Because holyfuck Burt!
982328454187122688,"#NoToPlastics If in UK, drink tap water - not bottled. The only point of bottled water is to make distributors rich‚Ä¶ https://t.co/UiSKO3wk2o"
982328425015726081,RT @EBernsteinWSJ: It's essential to drink enough water to make our brain function properly. But some types are better than others. Neurosc‚Ä¶
982323823314747393,https://t.co/6WWPkBrrnb - Tap water: The real superfood
982323628535562241,Unbroken video of you and your staff pouring water from a tap and drinking it or nobody believes you. https://t.co/FNQN4aGimQ
982323504593887233,"But seriously, we do have good tap water. https://t.co/iz9IpczV5e"
982322096360452096,"The cover of neuroscientist and nutritionist #LisaMosconi's new book, which offers the latest research on the relat‚Ä¶ https://t.co/T4ceP3NdIH"
982321999493001217,@CBCAlerts Perfectly good water comes out of the tap almost everywhere in Canada. Dont waste your money on bottled water.
982321285773508608,@K1ngDev They definitely have tap water.  I've ordered it before
982320285343858690,Tell Governor Scott to veto the toilet-to-tap water bill https://t.co/wLBO9rXPy8
982317706769674241,https://t.co/m0gmJpYaxq - Tap water: The real superfood ‚Ä¢ Let's protect our sources and supplies of clean drinking‚Ä¶ https://t.co/dU3Lm4C505
982317259291963393,"No more free bottled water in Flint #FlintWaterCrisis, state says tap water is safe based on testing https://t.co/oqmZNLU4H6"
982316262943440896,"Please keep doing good and drink more water... Not tap water... thanks again for your courage, strength and wit... Smiles warm the soul"
982316086191247360,"RT @MitchKSmith: The state of Michigan will no longer provide free bottled water in Flint, where lead-tainted tap water has caused health p‚Ä¶"
982314972733583360,When will #CleanWaterHere2018 ever become a priority?? When *your* tap water turns brown? Too late then.‚Ä¶ https://t.co/oNft5hDPPM
982314935135776768,.@davidcommon Did you also test tap water from various Canadian cities since that where lots of this water originates? #WhatsinYOURwater
982313682754351105,@drtom_butler @Leicnut Like tap water? Ì†ΩÌ∏Ä
982313035262918657,"RT @TOP5RAPWEBSITE: Essentia is essentially manmade, processed water.

They take tap water and purify it via a process called reverse-osmos‚Ä¶"
982313024600997888,RT @TOP5RAPWEBSITE: I see a lot of people w this water nowadays too. I'm glad that yall are consciously trying to do better + drink more wa‚Ä¶
982312824813703168,RT @TeachOwl: Celebrating #thegreatgulp and learning about tap water vs bottled water @TonyPontesPS @PDSB_eco @CountrysidePDSB https://t.co‚Ä¶
982312720467816448,"RT @TOP5RAPWEBSITE: By the way they sell this water in glass jugs for $10/gallon

This is city water my dude. Not even mountain spring wate‚Ä¶"
982312168107401216,"I liked a @YouTube video https://t.co/vOuyAVvaRE Lithium In Tap Water, Lithium Chemtrail Spraying, Highly Flammable, Causes Many"
982311132999204864,Water Ì†ΩÌ≤ß Cafe on the Beach  https://t.co/6ZvOhrmYDL https://t.co/vY4K3GWvlB
982309156362178560,"...deforestation, funding our tyrants, creating endless pollution, etc. i know these mfs know they can't kill off n‚Ä¶ https://t.co/atrNTMgqhE"
982308943841013760,"not only is it raining, but our ice machine is broken, filtered water tap is empty and the coffee machine / hot wat‚Ä¶ https://t.co/jFDLlH9Ibc"
982308453208080384,RT @jcpeanut2345: @99freemind Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇI think you missed my point but I agree the water coming out of the tap is the freshest water on the world‚Ä¶
982308377060495360,@99freemind Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇI think you missed my point but I agree the water coming out of the tap is the freshest water on the‚Ä¶ https://t.co/REZskaMNv0
982306972467785728,"Daughter refused tap water refill for her flask @StationBrighton today, 3 X. No obvious fountain. Told to buy‚Ä¶ https://t.co/2C4yUgZM3v"
982306898920656896,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/mH7unx4NZD
982306451233292289,@CBCAlerts Did they test tap water?
982304712069283840,"Plastic fibres found in tap water around the world, study reveals https://t.co/4IqQl52NT5"
982302967813455872,...my favorite quote from this piece ...‚Äùpurified and distilled water are just fluids...there's nothing hydrating t‚Ä¶ https://t.co/gZsLPw2ntH
982302524785897472,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/urDaLX3FbI
982302103124103168,@crash_bandico0t I meannnnn babies shouldn't drink tap water; spring water is recommended for them but yeah let's f‚Ä¶ https://t.co/ZcO7rWbqOE
982301542416924672,@Bafflegabs It's like having a flip phone or a water-saving tap.
982300820212346881,"So I used tap water instead of alkaline water to make Mike's tea. Bougie Mike took a sip and said, ‚ÄúYou made this w‚Ä¶ https://t.co/nZPaojwR2N"
982300647444721664,@Trollersimmons @RossMcCaff I'm guessing the Venn diagram of people outraged about 50p a week extra income tax for‚Ä¶ https://t.co/GcGlxgEIUs
982299978411356161,@crash_bandico0t Because tap water tastes like metal ¸æôÜîº¸æåÜÑº¸æôñàº¸æôÜîº¸æçÜàº¸æå∂Ñº and it's literally not as effective/good for you as water from a spring.
982299672801718272,"Navigating the maze of dental waterlines...
Are your customers in compliance with current protocol? 
Recommendation‚Ä¶ https://t.co/iMKvsjs9UX"
982297580338950144,I'll gladly pay $10 for tap water if @miz_cracker is serving¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æéñàº¸æò≥†º¸æôÜîº¸æåÜÑº¸æò∂àº¸æôÜîº¸æô¶àº¸æò¶àº https://t.co/42V54hqkJy
982297110988054529,"@NPSSHospitality keep drinking that bottled water. Alternatively, use the tap Ì†ΩÌ∏á"
982296101817483264,"My dear Bangalore, when you wake up in morning, turn the tap and find no water, remind yourself that there are peop‚Ä¶ https://t.co/zoOEDiYM9S"
982294989752291328,Me every time someone offers me tap water https://t.co/sHw8PMm8G5
982293823744192512,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/892ZQARsZ9
982293794103017472,RT @kopitaaaa: also water delivery. what a sad thing that has been normalised. especially when we already pay so much for potable tap water.
982293746526994432,"Always here for #hydration Twitter. A bit stung by this dragging of NYC tap water, though. https://t.co/66DRSaphEy"
982293086117048320,Could that mean microplastics are in drinking water from the tap too? https://t.co/tp3EF00GZt
982292506338459648,@DjK_Rated @REEMTHEDREAM215 @reek80 @DjChase34 @Frank_TheBarber @Mall52nd @Kena_ktiger25 @mizzzymizzz @imsokay‚Ä¶ https://t.co/s2H9KV2fwz
982292346350985216,@CBCNews @cbcmarketplace better than Javel and e-coli in tap water...
982292207041310720,"@VicenteFoxQue @MarkCal24747447 @realDonaldTrump Stop YOUR have Vicente..you disrespectul, bad English speaker. You‚Ä¶ https://t.co/WCCv5yMbMi"
982292017437749248,@cheetah2018 @HealthRanger Drinking bottled beer may be much safer than tap water in FL.
982291976384012289,@VicenteFoxQue @MarkCal24747447 @realDonaldTrump Great English Vincente. Try getting some clean tap water in Mexico‚Ä¶ https://t.co/fAfFbG7xts
982291464494301184,@koli_kk1 You can put a filter on your tap and it still comes out of the tap.. you're still drinking TAP water ??
982291341047545857,@RBaillieul Right? It's pretty insane how much oil middle eastern countries have on tap. They're usually close to w‚Ä¶ https://t.co/SkhSZCzTJ6
982290973366472704,"""Americans, with their affinities for coffees, Frappuccinos, sodas, juices and alcohol, are basically walking aroun‚Ä¶ https://t.co/zCSWuBVQLi"
982290842344833024,Filtered vs tap water: What is the difference? https://t.co/AZ6vlLZLNP
982290805875290112,Oregon has the best tap water ever. It has that crispness that most other places lack less of or has none of.
982290200213708806,"@sweetdeesez @trutherbotlives ""Spring water &gt; tap water""

-the Ardean"
982289412254941185,"The cover of neuroscientist and nutritionist Lisa Mosconi's new book, which offers the latest research on the relat‚Ä¶ https://t.co/NBqO5gQZeU"
982288633058156544,this ole high ass cooked ass nigga gon use tap water to make my baby bottle
982288300751777792,Is it petty to point out that the bottles themselves are made of plastic? Why not ban bottled water and just use ta‚Ä¶ https://t.co/wvDcIT1RsW
982288079489646592,@foxnewspolitics @brookefoxnews I see stuff floating around in my tap water.  Good job! Ì†ΩÌ±èÌ†ºÌøº
982288009671274496,RT @AliceShort3: Wait... I thought Scotch and Snickers were the real superfoods? https://t.co/k9Qh1nJA56
982287025276575745,"Tell Governor Scott to veto the toilet-to-tap water bill. 
PLEASE CALL NOW: (850) 488-7146

Gov. Scott has until Tu‚Ä¶ https://t.co/tbIIci6v2y"
982286402300796929,"RT @shannonpeel1: #environment #water #bottledwater #bc #Canadian 

Most all of it is tap water sourced.  

What are your thoughts on the a‚Ä¶"
982286182619824129,"RT @ashtonbirdie: Boycott David Hogg's Sponsors!

CNN
My Little Pony
Tide Pods
Huggies
Tampax Sport
Tap Water
Some state college in Florida‚Ä¶"
982285723330949120,Great piece @AbcarianLAT #raiseyourglass #isithype? #water  #tap  https://t.co/bOT6FbTfn9
982285280072773632,@_ericamdoyle @mymouthdry I said tap water compared to tap water with a filter
982283813429567488,I'd drink tap water over stupid bottled water any day ¸æôÜîº¸æåÜÑº¸æôÜàº¸æôÜîº¸æç∂àº¸æåì§º
982283701441593345,"Customers expect experiences akin to those delivered by consumer giants Amazon, Netflix and Uber. Here's how you ca‚Ä¶ https://t.co/g3ijR9pOVq"
982283666389778433,"RT @MaisarahMahmud: Right now couldn't find the reason of my redness , usually will appear after a contact with tap water &amp; air conditioner‚Ä¶"
982283329109032960,"Michigan Approves Nestl√© Water Pumping Despite Opposition - What, they get the water for free &amp; you people are stup‚Ä¶ https://t.co/AMRtIZYwM3"
982283028666859522,"RT @brian_armstrong: One great thing about traveling is it makes you appreciate the little things you take for granted in life.

I feel ama‚Ä¶"
982282654761418752,@Swaggyy__jay LMAOOO ‚Äúi dont drink tap water‚Äù out here drinking ass water
982282648750927873,"@GoodTim10088789 @Astranger21 @michellegreer @tedcruz @EPAScottPruitt @realDonaldTrump How Flint, Michigan's tap wa‚Ä¶ https://t.co/fclYzDHqor"
982282037317976067,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/wO94fEBtSQ
982281830404534272,"""83% of samples of tap water tested in seven countries were found to contain plastic microfibres.""‚Ä¶ https://t.co/tAWUCLkxt0"
982280384124567553,RT @copperutensil: Embrace the health benefits of copper-enriched #water and see your #Health improve drastically. A glass of copper-enrich‚Ä¶
982280364340142080,Can't call me a pussy cause I drink tap water here in Mexico
982280295289270272,"Please pray for my daughter, she's having to drink tap water."
982280294471385090,"RT @sara8smiles: You have got to be kidding me. 
Toilet-to-tap: Should Florida use treated wastewater to boost drinking water supplies? | O‚Ä¶"
982280280651120640,RT @CoolChoices: #CoolChallenge: Use a reusable water bottle filled with tap water instead of drinking bottled water today. Show us how you‚Ä¶
982279388136800256,"@HeheWaitWhut ""Hey, you ok with drinking tap water?""

[This person]"
982279064844025857,"You should drink tap water, especially here where it is delicious

https://t.co/b8PufSwnT8 https://t.co/b8PufSwnT8"
982278883314565120,And I'm not surprised by this at all. Tap water is still safer to drink than bottled water. | Microplastics found i‚Ä¶ https://t.co/Edtvt4Pm3s
982278515323056129,"#environment #water #bottledwater #bc #Canadian 

Most all of it is tap water sourced.  

What are your thoughts on‚Ä¶ https://t.co/K4O3bKEb69"
982278190604337154,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/oNVgGENjZt
982277995921473536,"RT @EWGPrez: Pruitt spent YOUR tap water safety money on gigantic pay raises to two aides. Analysis | On one hand, Pruitt is a huge ethical‚Ä¶"
982277623341400065,also water delivery. what a sad thing that has been normalised. especially when we already pay so much for potable tap water.
982277168926310406,Defending your brain with tap water. #ENDALZ https://t.co/ycdwmaa2pc
982276702163296257,almost wash my contact lenses using tap water...........
982276440921014272,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/NjlqgjqnsS
982276334301806592,B admitted he been drinking my Voss waters and been filling them up with tap water. She gone say ‚Äúyou're not as bou‚Ä¶ https://t.co/joIC4rVg2P
982276306208309251,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/yykqdXyqPb
982275877634375680,RT @senotna: Nigga tap water better than Dasani
982275348627841025,The toilet-to-tap-water bill (HB1149) passed by the legislature allows utilities to pump chemically-treated toilet‚Ä¶ https://t.co/8HhpA3jjwg
982275228238675968,Call @FLGovScott at (850) 488-7146 and tell him to #VETO the toilet-to-tap water bill.
982274128181788673,@virgiltexas you can't even tell Fiji water from tap water
982273831866740736,@freddysbest There's something in the tap water! It also could be childhood issues or chem trails Ì†ΩÌ¥çÌ†ΩÌ±Ä
982273630166925312,#drinkmorewater Maybe not from tap tho!! What's New York? https://t.co/vqGI2AIXWs
982273583844966400,RT @EJinAction: EPA Inactions May Create More Flint Michigans ~ Scott Pruitt has said updating the Safe Drinking Water Act's limit on lead‚Ä¶
982272455463976960,A few more words on Alzheimer's prevention: Tap water? Caviar? Twinkies? https://t.co/QcQyS5K5cC
